num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.09375,1,0,0,0.0,0.07127737998962402,0.624659538269043,3.4332275390625e-05,0.0003020763397216797,0.0709388256072998
