0,3,7
4,6,15,17
5,10,13,16,18
7,11,12,14,19
8,12,13,15,17
1,4,8
9,11,14,16,19
9,11,14,16,19
1,4,8
2,5,9
4,6,10,18
5,10,13,15,18
6,11,14,16,19
4,7,10,17
1,4,8
7,10,12,15,18
6,11,14,16,19
4,7,12,18
4,7,10,17
7,10,12,15,18
5,11,14,17,19
4,6,13,16
6,10,12,13,18
9,12,14,16,17
8,11,13,15,18
2,5,9
5,10,14,16,19
6,10,14
11,15,19
4,7,12,17
7,13,15,17,18
4,8,11,19
4,9,12,16
4,6,11,19
12,13,16
4,6,11,19
4,8,11,19
6,10,11,12,16
9,12,14,17,19
7,10,13,15,18
0,3,17
1,4,18
2,5,9
4,8,15,17
8,14,19
8,12,13,15,17
4,9,17,19
4,7,15,18
2,5,9
8,10,13,15,18
4,7,11,18
4,7,15,18
7,10,12,15,18
5,11,13,15,18
6,12,17
7,13,16
4,9,14,19
10,11,15
0,3,18
1,4,9
2,5,19
4,9,14,19
9,11,14,16,19
4,8,16,19
5,10,14,16,19
8,12,13,17,19
4,7,10,16
9,10,14,15,16
7,11,12,13,18
5,10,14,17,19
4,6,17,19
5,10,14,17,19
4,8,11,18
6,11,17
8,12,16
7,13,18
4,6,11,16
4,6,11,16
6,11,14,16,19
4,8,15,18
4,9,15,18
7,11,15,16,17
4,8,18,19
4,9,18,19
0,3,10
1,4,14
2,8,15
4,6,13,18
4,6,13,18
5,11,13,15,18
8,10,13,15,18
4,9,18,19
6,10,12,15,19
4,9,13,18
8,11,13,14,18
9,12,14,16,17
2,5,9
4,7,18,19
4,7,10,15
5,10,13,18,19
4,6,10,12
6,10,12,13,18
4,8,11,16
6,11,17
12,15,19
4,6,15,17
0,5,9
7,11,15,16,17
4,8,12,19
4,6,13,18
1,6,17
4,9,12,14
8,10,13,14,18
6,11,12,16,19
7,12,16
2,8,13
9,10,13,15,17
3,7,16
5,11,14,18,19
4,7,10,18
1,4,9
5,10,13,18,19
3,7,16
4,8,13,18
8,12,13,17,19
8,11,13,14,16
6,12,15,17,18
4,7,13,19
9,10,13,14,18
0,4,8
1,5,9
7,12,15,17,19
5,10,11,16,18
8,12,14,17,19
4,6,13,16
1,6,15
6,11,13,15,16
7,12,14,17,19
4,9,10,18
0,3,7
8,10,13,14,18
2,6,10
8,11,13,16,18
1,4,9
4,8,10,13
0,3,8
4,8,10,13
2,5,11
1,6,17
8,10,12,13,15
4,8,13,17
4,8,13,19
4,8,13,17
8,11,13,14,19
4,9,15,18
5,13,15,16,18
4,9,10,17
0,3,7
4,9,10,17
4,9,10,17
