30222218,24621139,523264,286848
30222219,24621158,530176,279072
30222220,24621167,547872,293024
30222221,24621172,531968,280320
30222222,24621191,554016,297664
30222223,24621209,552416,287200
30222224,24621217,549952,276992
30222225,24621233,543584,282368
30222226,24621233,549376,281984
30222227,24621243,546336,284992
30222228,24621253,645248,300896
30222229,24621256,634720,279360
30222230,24621286,638720,290208
30222231,24621315,636096,282848
30222232,24621320,637376,293152
30222233,24621350,697632,285632
30222234,24621357,706784,278176
30222235,24621362,699808,284160
30222236,24621384,703744,292352
30222237,24621398,699328,290656
30222238,24621405,706720,299712
30222239,24621415,699040,284608
30222240,24621432,702528,296096
30222241,24621447,698496,288064
