1104,1104
736,736,736,736,736,736,736
491,736,736,920,491,736,552,490
491,736,736,920,491,736,552,490
491,491,491,736,491,491,491,490,490,490
430,491,491,491,430,491,491,429,490,490,428
430,430,491,430,491,369,430,429,368,490,428,366
430,430,552,490,429,428,369,430,552,490,552
430,369,369,429,368,430,369,430,368,430,428,366,366
338,307,369,368,338,369,307,338,368,369,307,366,366,336,306
491,430,430,491,369,491,369,369,552,428,366,366
369,430,430,369,369,491,369,369,491,367,366,366,366
369,430,430,369,369,491,369,369,491,367,366,366,366
369,430,430,369,369,491,369,369,491,367,366,366,366
369,430,430,369,369,491,369,369,491,367,366,366,366
369,430,430,369,369,491,369,369,491,367,366,366,366
276,307,338,307,307,338,336,307,276,276,338,276,276,336,306,276,276
258,258,276,307,307,276,288,258,276,258,276,258,276,257,257,276,276,257,257
338,289,338,338,369,307,289,338,369,289,336,336,257,366,287,306
338,289,338,338,369,307,289,338,368,289,307,336,257,366,336,287
338,338,307,338,307,307,338,338,307,337,307,306,336,336,306,306
307,276,307,276,276,276,276,276,276,276,307,307,306,276,276,306,276,276
258,240,258,258,222,258,258,240,222,258,258,239,239,240,257,238,257,257,238,238,219
210,210,258,240,222,240,210,228,240,222,245,226,222,227,209,239,219,219,207,226,219,207,207
210,210,258,240,222,240,222,227,228,240,222,245,209,227,240,208,226,219,219,207,219,207,207
210,210,210,198,210,210,197,197,210,222,208,209,209,208,209,208,195,207,195,219,207,195,207,207,195
210,210,210,198,210,210,197,197,210,222,208,209,209,208,209,208,195,207,195,219,207,195,207,207,195
258,276,228,210,210,228,227,209,222,258,257,227,227,221,276,238,207,207,276,257,226,207
258,276,228,210,210,228,227,209,222,258,257,227,227,221,276,238,207,207,276,257,226,207
210,222,210,210,210,210,227,197,222,222,221,227,196,222,221,226,207,219,226,207,207,219,207,207
210,222,210,210,210,210,227,197,222,222,221,227,196,222,221,226,207,219,226,207,207,219,207,207
210,198,186,186,186,198,197,184,185,186,184,196,196,209,183,195,207,183,183,183,207,183,183,183,195,183,183
198,186,210,222,222,222,197,198,197,222,196,222,209,221,196,195,207,219,207,195,195,183,207,207,219
152,159,177,159,159,168,160,177,159,168,159,152,159,167,152,174,167,159,151,151,174,165,156,165,165,156,156,159,165,156,156,150
152,159,177,159,159,168,160,177,159,168,159,152,159,167,152,174,167,159,151,151,174,165,156,165,165,156,156,159,165,156,156,150
170,168,159,159,159,168,152,159,176,168,159,152,158,167,152,158,168,166,159,151,157,174,156,165,159,156,156,156,168,165,156,156
152,152,152,159,145,152,152,152,159,159,145,152,151,159,152,152,152,151,145,151,157,151,144,156,150,150,144,156,150,150,150,156,150,144
152,152,152,159,145,152,152,152,159,159,145,152,151,159,152,152,152,151,145,151,157,151,144,156,150,150,144,156,150,150,150,156,150,144
152,152,152,138,145,152,145,152,152,138,159,138,151,145,145,152,152,151,145,138,151,151,144,150,150,150,138,144,150,150,138,150,150,144,138
133,138,138,138,145,152,133,138,138,152,138,133,138,145,133,133,138,145,145,133,138,138,144,150,133,138,138,144,133,144,138,138,138,144,138,138,132
