10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.005961894989013672,0.0060579776763916016,0.0061550140380859375,0.006022930145263672,0.006042957305908203,0.006085872650146484,0.006036043167114258,0.006256818771362305,0.0060770511627197266,0.006081819534301758,0.0060770511627197266,0.005984067916870117,0.006296873092651367,0.0061740875244140625,0.006086111068725586,0.0063779354095458984,0.006150960922241211,0.006232023239135742,0.006254911422729492,0.006103992462158203,0.006022930145263672,0.006170988082885742,0.006170988082885742,0.006173133850097656,0.006222963333129883,0.00651097297668457,0.0067691802978515625,0.006930112838745117,0.006876230239868164,0.0070650577545166016,0.006659984588623047,0.006693124771118164,0.006714820861816406,0.006689786911010742,0.006345987319946289,0.006504058837890625,0.006242036819458008,0.0062291622161865234,0.006104946136474609,0.006232023239135742,0.006229877471923828,0.006195783615112305,0.006223917007446289,0.006251096725463867,0.006227016448974609,0.0062808990478515625,0.006365060806274414,0.0061910152435302734,0.00620579719543457,0.0062520503997802734,0.00627899169921875,0.006321907043457031,0.006276130676269531,0.006323814392089844,0.006186008453369141,0.006310939788818359,0.006295919418334961,0.006213188171386719,0.00638580322265625,0.006367921829223633,0.006238222122192383,0.006308078765869141,0.006227970123291016,0.006246089935302734,0.006239891052246094,0.006300926208496094,0.006477832794189453,0.006362199783325195,0.006256103515625,0.006308078765869141,0.006555080413818359,0.006370067596435547,0.006476879119873047,0.006299018859863281,0.0064029693603515625,0.006396055221557617,0.00634002685546875,0.006363868713378906,0.006299018859863281,0.0062868595123291016,0.006247997283935547,0.0064089298248291016,0.006365060806274414,0.006433963775634766,0.006387948989868164,0.0063779354095458984,0.00634312629699707,0.006432056427001953,0.006374835968017578,0.006425142288208008,0.006452083587646484,0.00637507438659668,0.0064411163330078125,0.006539821624755859,0.006545066833496094,0.006645917892456055,0.00653386116027832,0.006388187408447266,0.006559133529663086,0.0064928531646728516,0.006481170654296875,0.006537914276123047,0.006452083587646484,0.006495952606201172,0.006429195404052734,0.006430864334106445,0.006414175033569336,0.006543874740600586,0.006462812423706055,0.006460905075073242,0.006448030471801758,0.006591081619262695,0.006455898284912109,0.0064449310302734375,0.006453037261962891,0.006475925445556641,0.006474971771240234,0.006506919860839844,0.0064849853515625,0.006534099578857422,0.006445169448852539,0.006765127182006836,0.0064809322357177734,0.006523847579956055,0.006525993347167969,0.006484031677246094,0.0065190792083740234,0.00671696662902832
0,0,0,1,2,2,2,4,4,4,5,6,6,6,8,8,8,9,10,10,10,12,12,12,13,14,14,14,16,16,16,17,18,18,18,20,20,20,21,22,22,22,24,24,24,25,26,26,26,28,28,28,29,30,30,30,32,32,32,33,34,34,34,36,36,36,37,38,38,38,2,2,2,22,42,42,42,2,2,2,24,46,46,46,2,2,2,26,50,50,50,2,2,2,2,2,2,2,56,56,56,29,2,2,2,2,2,2,2,2,2,2,64,64,64,33,2,2,2,2,2,2,2,2,2,2,72,72
0.0,0.1,0.2,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache
