num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.08695652173913043,1,0,0,0.0,0.01048898696899414,0.10294508934020996,0.00010514259338378906,0.0006296634674072266,0.009752511978149414
