num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.65,23,53,0,0.2987012987012987,0.011933565139770508,0.31224942207336426,0.0005004405975341797,0.001861572265625,0.009570121765136719
