22:28:55,8
22:28:56,10
22:28:57,10
22:28:58,10
22:28:59,10
22:29:00,10
22:29:01,10
22:29:02,10
22:29:03,9
22:29:04,10
22:29:05,10
22:29:06,10
22:29:07,10
22:29:08,10
22:29:09,10
22:29:10,10
22:29:11,10
22:29:12,10
22:29:13,9
22:29:14,10
22:29:15,10
22:29:16,10
22:29:17,10
22:29:18,10
22:29:19,10
22:29:20,10
22:29:21,10
22:29:22,10
22:29:23,10
22:29:24,10
22:29:25,10
22:29:26,10
22:29:27,10
22:29:28,9
22:29:29,10
22:29:30,10
22:29:31,10
22:29:32,10
22:29:33,10
22:29:34,10
22:29:35,10
22:29:36,9
22:29:37,10
22:29:38,10
22:29:39,10
22:29:40,10
22:29:41,10
22:29:42,10
22:29:43,10
22:29:44,10
22:29:45,6
