num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.65,46,87,0,0.42201834862385323,0.012624502182006836,0.31920814514160156,0.0005025863647460938,0.0025246143341064453,0.009594917297363281
