21703,1,1
21705,151,151
21706,72,72
21707,62,62
21708,96,96
21709,128,128
21710,115,115
21711,130,130
21712,106,106
21713,152,152
21715,128,128
21716,118,118
21717,126,126
21718,98,98
21719,128,128
21720,110,110
21721,117,117
21722,112,112
21723,135,135
21724,107,107
21725,112,113
21726,81,81
21728,125,125
21729,127,127
21730,123,123
21731,137,137
21732,110,110
21733,116,116
21734,105,105
21735,133,133
21736,98,98
21737,120,120
21738,122,122
21739,108,108
21740,92,92
21741,139,139
21742,125,125
21743,129,129
21744,135,135
21746,122,122
21747,115,115
21748,129,129
21749,130,130
21750,110,110
21751,107,107
21752,105,105
21753,123,123
21754,132,132
21755,115,115
21756,107,107
21757,119,119
21759,115,115
21760,119,119
21761,108,108
21762,117,117
21763,115,115
21764,129,129
21765,145,145
21766,113,113
21767,125,125
21768,122,122
21769,113,113
21770,112,112
21771,134,134
21772,102,102
21773,114,114
21775,121,121
21776,115,115
21777,139,139
21778,139,139
21779,134,134
21780,125,125
21781,128,128
21782,93,93
21783,145,145
21784,113,113
21785,129,129
21787,123,123
21788,129,129
21789,129,129
21790,125,125
21791,128,128
21792,111,111
21793,95,95
21794,96,96
21795,119,119
21796,119,119
21797,115,115
21798,133,133
21800,119,119
21801,127,127
21802,115,115
21803,105,105
21804,133,133
21805,118,118
21806,140,140
21807,111,111
21808,106,106
21809,105,105
21811,166,166
21812,125,125
21813,131,131
21814,118,118
21815,123,123
21816,113,113
21817,117,117
21818,96,96
21819,101,101
21820,112,112
21821,115,115
21822,107,107
21823,134,134
21825,114,114
21826,130,130
21827,118,118
21828,110,110
21829,109,109
21830,109,109
21831,98,98
21832,107,107
21833,123,123
21834,110,110
21835,91,91
21836,134,134
21837,103,103
21838,104,104
21839,119,119
21841,117,117
21842,106,106
21843,119,119
21844,118,118
21845,114,114
21846,120,120
21847,150,150
21848,138,138
21849,149,149
21850,135,135
21851,122,122
21852,129,129
21853,131,131
21855,134,134
21856,108,108
21857,135,135
21858,147,147
21859,128,128
21860,148,148
21861,157,157
21862,130,130
21863,130,130
21864,99,99
21865,94,94
21866,104,104
21867,104,104
21868,90,90
21869,91,91
21870,103,103
21871,96,96
21872,89,89
21873,104,104
21874,95,95
21875,99,99
21876,86,86
