24852885,925482028,473920,310144
24852886,925482047,476896,310304
24852887,925482066,478176,315040
24852888,925482078,475264,310656
24852889,925482088,476608,313504
24852890,925482111,474272,310400
24852891,925482132,475648,315168
24852892,925482145,453472,273568
24852893,925482155,368832,124928
24852894,925482179,366496,124672
24852895,925482179,364640,125280
24852896,925482199,354528,122560
24852897,925482224,366240,123424
24852898,925482224,364512,122784
24852899,925482244,362400,123360
24852900,925482255,361184,122784
24852901,925482269,356608,121984
24852902,925482271,359680,121600
24852903,925482274,355232,122464
24852904,925482286,356800,122560
24852905,925482287,362912,141632
24852906,925482300,377952,154688
24852907,925482309,386208,157728
24852908,925482328,368608,144448
24852909,925482344,378464,108768
24852910,925482344,360544,147104
24852911,925482364,375616,154304
24852912,925482379,376576,153216
24852913,925482392,353920,139200
24852914,925482409,275008,100160
24852915,925482418,279392,101152
24852916,925482424,272480,103392
24852917,925482439,253152,106176
24852918,925482452,283776,113472
24852919,925482458,273952,114304
24852920,925482471,277920,112608
24852921,925482478,282048,115104
24852922,925482498,270368,110720
24852923,925482503,282432,110880
24852924,925482520,276608,110336
24852925,925482542,280128,110400
24852926,925482543,240160,107520
24852927,925482561,281824,110880
24852928,925482573,282880,111488
24852929,925482575,280832,111168
24852930,925482581,281376,110880
24852931,925482598,368224,147904
24852932,925482598,376640,152960
24852933,925482602,386912,156128
24852934,925482611,383968,153408
24852935,925482620,421792,187904
24852936,925482635,427072,190368
24852937,925482654,433312,193792
24852938,925482675,534880,355712
24852939,925482682,600512,455520
24852940,925482691,589472,449120
24852941,925482699,601696,453824
24852942,925482724,582560,445280
