3,5,14,16
2,6
4,7
2,8
6,11,12,13
4,7
3,5,15,17
4,7,16,18
9,14,15,17
4,7,16,18
2,8
5,10,11,12
3,6,15,18
2,8
8,13,14,16
2,7
2,7
2,8
5,10,11,17
7,12,13,15
2,8
4,6,16,18
9,14,15,17
2,8
3,6,16,18
5,10,11,12
2,8
2,8
