0
1104,1104
1104,1104
1104,1102
1104,1104,1088
1104,1104,1088
1104,1104,1088
1104,1104,1072
736,1098,1068,736
736,1098,1052,736
552,914,1036,736,736
552,914,918,552,736
552,914,736,736
552,920,736
552,920,736
552,920,736
552,920,736
491,675,674,736
491,675,674,736
736,736,736,736
736,736,736,736
736,736,736,736
614,736,736,430,428
614,736,736,430,428
430,430,430,430,734,428,428
369,369,430,430,428,428,428,426
307,369,430,307,428,307,428,426,306
307,428,430,307,427,430,307,366,306
271,428,307,240,307,240,427,306,238,306,238
271,427,307,240,307,240,426,306,238,306,238
271,427,307,240,307,240,426,306,238,306,238
271,428,307,240,307,240,425,306,238,306,238
271,428,307,240,307,240,425,306,238,306,238
271,396,271,240,271,395,240,240,238,268,238,238
307,396,271,271,307,396,240,306,268,306,238
216,364,216,216,216,364,214,214,214,214,214,214,214,214
271,364,216,216,271,364,214,240,214,268,214,214,238
216,363,216,216,216,363,214,214,214,214,214,214,214,214
216,363,216,216,216,363,214,214,214,214,214,214,214,214
180,344,198,180,198,344,198,180,180,198,196,177,177,196,177,177
180,342,198,180,198,342,198,180,180,198,196,177,177,196,177,177
144,311,156,144,156,311,156,143,143,156,155,143,143,155,143,143,155,155,141,141
144,312,184,144,153,310,156,184,143,153,155,184,143,153,143,184,155,153,141
144,313,184,144,153,309,156,184,143,153,155,184,143,153,143,184,155,153,141
136,300,156,136,143,298,135,156,143,135,135,156,143,135,135,155,143,135,153,133,133
136,300,156,136,143,298,135,156,143,135,135,156,143,135,135,155,143,135,153,133,133
136,312,166,136,166,310,135,166,135,165,135,166,135,135,165,165,135,165,133,133
136,312,166,136,166,310,135,166,135,165,135,166,135,135,165,165,135,165,133,133
136,300,156,136,143,298,135,156,135,143,135,156,135,143,135,155,135,155,133,141,133
121,299,136,121,135,299,136,129,121,135,135,129,119,135,135,118,127,135,118,133,127,133,118
115,281,130,115,121,281,115,130,115,121,115,129,115,118,127,114,114,127,112,118,112,127,112,118,112
115,280,115,115,115,280,115,115,115,115,115,115,114,114,115,115,114,112,114,112,112,112,112,112,112,112
104,280,115,104,115,280,115,104,111,115,115,102,102,114,115,109,102,114,108,112,102,112,108,112,108,112,102
104,279,115,104,115,279,115,104,111,115,115,102,102,114,115,109,102,114,108,112,102,112,108,112,108,112,102
104,279,115,104,115,279,115,104,111,115,115,102,102,114,115,109,102,114,108,112,102,112,108,112,108,112,102
104,279,115,104,115,279,115,104,111,115,115,102,102,114,115,109,102,114,108,112,102,112,108,112,108,112,102
104,279,115,104,115,279,115,104,111,115,115,102,102,114,115,109,102,114,108,112,102,112,108,112,108,112,102
104,279,115,104,115,279,115,104,111,115,115,102,102,114,115,109,102,114,108,112,102,112,108,112,108,112,102
115,279,115,115,115,279,115,115,115,115,115,115,114,114,115,115,114,112,114,112,112,112,112,112,112,112
115,280,115,115,115,278,115,115,115,115,115,115,114,114,115,115,114,112,114,112,112,112,112,112,112,112
115,280,115,115,115,278,115,115,115,115,115,115,114,114,115,115,114,112,114,112,112,112,112,112,112,112
115,280,115,115,115,278,115,115,115,115,115,115,114,114,115,115,114,112,114,112,112,112,112,112,112,112
115,290,121,115,129,121,286,115,115,121,115,129,114,119,115,118,112,114,127,118,112,127,112,118,112
104,281,115,104,115,277,115,104,111,115,102,115,102,115,109,114,102,114,108,112,108,112,102,108,112,112,102
115,281,115,115,115,277,115,115,115,115,115,115,115,115,114,114,114,114,112,112,112,112,112,112,112,112
100,267,111,100,104,263,111,100,100,111,98,102,98,109,98,108,102,98,98,108,102,98,98,102,98,108,98,102,98
100,266,100,100,100,264,100,100,100,100,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
91,260,96,91,91,260,96,96,91,96,91,91,96,96,91,96,91,96,94,94,89,89,94,89,89,94,89,89,94,94,88,88
91,260,96,91,91,260,96,96,91,96,91,91,96,96,91,96,91,96,94,94,89,89,94,89,89,94,89,89,94,94,88,88
95,266,120,95,99,266,107,120,95,99,93,117,105,117,93,97,104,97,93,104,117,97,93,97,93,117,104,96,92
95,266,120,95,99,266,107,120,95,99,93,117,105,117,93,97,104,97,93,104,117,97,93,97,93,117,104,96,92
95,266,120,95,99,266,107,120,95,99,93,117,105,117,93,97,104,97,93,104,117,97,93,97,93,117,104,96,92
96,436,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,94,94,94,94,94,94,94,94,94,94,94,94,94,94
87,436,96,87,96,92,96,87,96,87,96,92,96,87,96,92,96,92,94,87,94,87,94,92,94,87,94,92,94,92,94,86
87,436,96,87,96,92,96,87,96,87,96,92,96,87,96,92,96,92,94,94,87,94,87,94,92,87,94,94,92,92,94,86
87,431,92,87,87,92,92,87,87,87,92,92,92,87,87,92,87,92,92,87,87,87,87,92,92,87,87,92,92,92,92,86,86
85,426,92,85,87,85,92,85,87,85,85,92,92,87,85,85,87,85,92,87,85,83,87,85,92,83,83,87,92,83,92,82,86,82
85,424,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,83,83,85,83,83,83,83,83,83,82,82,82,82
79,246,85,79,81,79,85,79,81,79,85,79,85,81,79,79,81,77,85,81,77,77,242,81,83,77,77,77,83,79,77,83,78,76,76,82,76
79,246,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,77,77,77,77,77,77,77,242,77,77,77,77,77,77,77,76,76,76,76,76,76
79,245,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,77,77,77,77,77,77,77,243,77,77,77,77,77,77,77,76,76,76,76,76,76
74,242,77,74,74,77,77,74,74,77,77,74,77,74,77,72,72,75,75,71,71,71,75,75,71,240,75,75,71,71,75,75,71,71,74,74,71,74,71,71
