num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,1.0,0,0,1,0.0,0.03854990005493164,0.0,0.012966632843017578,0.02558135986328125,0.0
