num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.5076086956521739,1,0,0,0.0,0.36959099769592285,0.352313756942749,0.018056392669677734,0.3415853977203369,0.009946823120117188
