10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.005928993225097656,0.006025075912475586,0.005817890167236328,0.0058917999267578125,0.0059511661529541016,0.005859851837158203,0.005945920944213867,0.00593113899230957,0.0057392120361328125,0.006026029586791992,0.005828142166137695,0.00574183464050293,0.005850076675415039,0.005903959274291992,0.005923032760620117,0.006058931350708008,0.006048917770385742,0.005811214447021484,0.005984067916870117,0.005934953689575195,0.005969047546386719,0.005949974060058594,0.0058629512786865234,0.005767107009887695,0.005837202072143555,0.006001949310302734,0.005979061126708984,0.005900859832763672,0.0058290958404541016,0.00587010383605957,0.0058901309967041016,0.00586700439453125
0,0,0,1,2,2,2,4,4,4,5,6,6,6,8,8,8,9,10,10,10,12,12,12,13,14,14,14,16,16,16,17
0.0,0.1,0.2,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache
