1,28199048
2,92627125
3,119073287
4,225187579
5,348058880
6,420424003
7,632361468
8,808633868
9,964080708
10,1192350683
11,1438383194
12,1684780889
13,1684160096
14,2231394191
15,2262971354
16,2896806820
17,3215395564
18,3284802999
19,3881425009
20,3956044253
