1104,1104
1104,1104,1104
736,1104,1104,1104,1104,1104,736
736,736,552,1104,1104,1104,736,736,552
552,552,552,552,736,736,736,736,552,552,552,552
430,430,430,430,552,552,430,430,430,430,552,552,490,428,428,366
552,430,430,552,491,552,552,430,430,491,552,552,490,428,428
369,430,430,552,491,552,491,430,430,491,430,552,490,428,428,366
369,430,369,491,491,491,430,430,369,430,430,552,490,428,428,366,366
369,430,369,491,491,491,430,430,369,430,430,552,490,428,428,366,366
369,430,369,491,491,491,430,430,369,430,430,552,490,428,428,366,366
491,430,369,491,491,491,552,490,430,430,430,491,552,428,428,366
491,430,369,369,430,491,430,369,430,369,430,367,430,429,428,366,366,366
338,307,369,369,369,369,369,369,307,338,369,369,337,368,307,366,366,366,366,336,306
338,307,276,276,369,369,369,307,307,276,307,367,369,368,307,336,276,306,306,366,306,276,276
307,276,276,276,369,369,307,368,307,276,307,307,307,276,337,307,336,306,276,306,306,306,276,276
338,276,307,307,369,369,338,368,307,276,307,307,338,337,307,307,336,306,336,306,336,306,276
338,369,307,307,369,338,338,369,307,276,369,338,337,367,307,338,306,366,306,306,336,366
338,369,307,307,369,338,338,369,307,276,369,338,337,367,307,338,306,366,306,306,336,366
338,369,307,307,369,338,338,369,307,276,369,338,337,367,307,338,306,366,306,306,336,366
338,369,307,307,369,338,338,369,307,276,369,338,337,367,307,338,306,366,306,306,336,366
307,307,307,276,307,369,276,338,338,276,307,307,276,306,337,338,306,336,276,306,276,336,276,276
338,307,338,276,307,369,337,369,338,276,307,307,276,368,337,338,306,276,306,336,336,336,276
338,307,307,276,307,307,337,338,338,276,307,276,307,276,307,338,306,276,306,306,336,336,276,276
338,307,307,276,307,307,337,338,338,276,307,276,307,276,307,338,306,276,306,306,336,336,276,276
276,307,307,276,307,307,307,307,307,276,307,276,276,276,276,338,306,276,306,276,336,306,276,276,276
258,258,276,276,276,307,276,307,276,258,258,276,276,287,276,258,258,276,276,276,276,276,257,276,276,257,257
