num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,1.0,29,62,0,0.20714285714285716,0.06670475006103516,0.5700564384460449,0.014792919158935547,0.04241776466369629,0.009492158889770508
