2,5
5,10,11,12
5,10,11,12
5,10,11,12
5,10,11,12
2,5
3,5,14,16
2,5
2,5
5,10,11,12
5,10,11,12
2,5
5,10,11,12
5,10,11,12
2,5
3,5,14,16
5,10,11,12
3,5,14,16
2,5
3,5,14,16
3,5,14,16
5,10,11,12
2,5
2,5
5,10,11,12
2,5
3,5,14,16
5,10,11,12
2,5
5,10,11,12
5,10,11,12
3,5,14,16
3,5,14,16
5,10,11,12
2,5
3,5,14,16
3,5,14,16
3,5,14,16
2,5
2,5
3,5,14,16
2,5
3,5,14,16
5,10,11,12
3,5,14,16
5,10,11,12
5,10,11,12
2,5
2,5
3,5,14,16
3,5,14,16
2,5
3,5,14,16
3,5,14,16
5,10,11,12
5,10,11,12
2,5
2,5
3,5,14,16
3,6,16,18
3,6
6,11,12,16
6,11,12,16
3,6,16,18
3,6,16,18
3,6
6,11,12,16
3,6,16,18
6,11,12,16
6,11,12,16
3,6
6,11,12,16
6,11,12,16
6,11,12,16
3,6,16,18
3,6,16,18
3,6,16,18
6,11,12,16
3,6
3,6
3,6
6,11,12,16
3,6
6,11,12,16
6,11,12,16
3,6
3,6
6,13,14,16
3,6
3,6,16,18
3,6
3,6,16,18
3,6
3,6
3,6
3,6,16,18
3,6,16,18
6,13,14,16
3,6
3,6,16,18
3,6
6,13,14,16
3,6
3,6
6,13,14,16
3,6,16,18
3,6
3,6
3,6,15,18
6,13,14,15
3,6
3,6,15,18
3,6
3,6,15,18
3,6,15,18
6,13,14,15
3,6,15,18
3,6,15,18
3,6,15,18
3,6,15,18
7,13,14,15
3,6,15,18
3,6
7,13,14,15
7,13,14,15
