10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.005866050720214844,0.005819082260131836,0.005993843078613281,0.005772113800048828,0.005845069885253906,0.00585484504699707,0.005787849426269531,0.0059010982513427734,0.0057849884033203125,0.006064891815185547,0.005791902542114258,0.005830049514770508,0.005837917327880859,0.005812168121337891,0.0057811737060546875,0.005860805511474609,0.005831003189086914,0.005994081497192383,0.0060269832611083984,0.005942106246948242,0.0059168338775634766,0.005964040756225586,0.0058460235595703125,0.005885124206542969,0.005845069885253906,0.0058171749114990234,0.005778074264526367,0.005928993225097656,0.005920886993408203,0.0058269500732421875,0.006014823913574219,0.00577998161315918
0,0,0,1,2,2,2,4,4,4,5,6,6,6,8,8,8,9,10,10,10,12,12,12,13,14,14,14,16,16,16,17
0.0,0.1,0.2,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache
