num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.6,3,4,0,0.3333333333333333,0.03696942329406738,1.1867458820343018,0.0005478858947753906,0.00035572052001953125,0.03606390953063965
