10.0.0.1,de:12:b5:40:b2:b8,0
10.0.0.2,32:66:3b:b1:8a:f4,1
10.0.0.3,6e:32:e6:39:1f:6d,2
10.0.0.4,4a:ad:ee:59:3e:c9,3
10.0.0.5,2a:03:c5:5a:07:7e,4
10.0.0.6,d6:84:23:ac:72:10,5
