num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,1.0,35,59,0,0.2348993288590604,0.11425590515136719,0.6486046314239502,0.01477503776550293,0.08984565734863281,0.009633302688598633
