1653583923.9525173,24,0,24
1653583924.9751248,25,0,25
1653583926.005392,25,0,25
1653583927.029142,25,0,25
1653583928.0470035,25,0,25
1653583929.056909,25,0,25
1653583930.0916452,26,0,26
1653583931.1208777,26,0,26
1653583932.155519,26,0,26
1653583933.1939034,26,0,26
1653583934.2230449,26,0,26
1653583935.2310646,25,0,25
1653583936.2681072,26,0,26
1653583937.2818651,25,0,25
1653583938.2853537,25,0,25
1653583939.2974732,25,0,25
1653583940.333704,26,0,26
1653583941.33518,25,0,25
1653583942.357294,26,0,26
1653583943.3923771,26,0,26
1653583944.4062274,26,0,26
1653583945.411709,25,0,25
1653583946.4450269,26,0,26
1653583947.4524386,25,0,25
1653583948.4853332,26,0,26
1653583949.489561,25,0,25
1653583950.4936213,25,0,25
1653583951.5102694,25,0,25
1653583952.548682,26,0,26
1653583953.5603344,25,0,25
1653583954.567058,25,0,25
1653583955.5731394,25,0,25
1653583956.6102855,26,0,26
1653583957.625965,25,0,25
1653583958.650965,25,0,25
1653583959.6705017,25,0,25
1653583960.6786406,25,0,25
1653583961.7084575,25,0,25
1653583962.7108588,25,0,25
