0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,96,32,64,68,32,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,64,96,65,64,33,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,97,65,33,96,65,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,33,34,98,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,33,34,98,35,34,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,35,98,82,34,98,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,82,34,75,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,82,67,75,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,82,67,75,82,67,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,70,67,75,70,5,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,70,67,75,70,5,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,70,67,75,70,5,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,70,67,75,70,5,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,70,67,75,70,5,0,0,0,0,0,0,0,0,0,0,0
0,0,68,75,70,67,75,70,5,0,0,0,0,0,0,0,0,0,0,0
