1,200
2,172
3,176
4,172
5,214
6,475
7,317
8,486
9,484
10,590
11,550
12,642
13,533
14,501
15,601
16,716
17,835
18,1112
19,1221
20,1071
21,1031
22,1214
23,1260
24,1160
25,1178
26,1075
27,1217
28,1119
29,1104
30,1376
31,1073
32,946
33,1039
34,1309
35,1009
36,1005
37,1321
38,1108
39,992
40,1222
41,1036
42,997
43,1385
44,1051
45,1042
46,1413
47,1088
48,1489
49,1048
50,1507
51,1559
52,1018
53,1425
54,1043
55,1050
56,1545
57,1141
58,1645
59,1685
60,1417
61,1499
