24328069,479222926,631104,0
24328070,479222949,635072,0
24328071,479222967,657536,0
24328072,479222994,644480,0
24328073,479222997,639488,0
24328074,479223007,632832,0
24328075,479223014,643424,0
24328076,479223020,460416,0
24328077,479223032,257824,0
24328078,479223032,275008,0
24328079,479223037,257088,0
24328080,479223038,276544,0
24328081,479223038,254848,0
24328082,479223059,258656,0
24328083,479223070,256288,0
24328084,479223086,299136,0
24328085,479223108,381088,0
24328086,479223112,356064,0
24328087,479223116,375968,0
24328088,479223139,377504,0
24328089,479223139,382176,0
24328090,479223144,371040,0
24328091,479223153,399488,0
24328092,479223169,294976,0
24328093,479223169,238592,0
24328094,479223187,265696,0
24328095,479223202,277216,0
24328096,479223203,287872,0
24328097,479223226,293152,0
24328098,479223247,266176,0
24328099,479223247,290656,0
24328100,479223251,290176,0
24328101,479223276,296384,0
24328102,479223282,291104,0
24328103,479223298,293632,0
24328104,479223319,401088,0
24328105,479223326,409184,0
24328106,479223340,396640,0
24328107,479223353,443040,0
24328108,479223356,529632,0
24328109,479223375,520992,0
24328110,479223394,511776,0
24328111,479223396,511904,0
24328112,479223409,628224,0
24328113,479223426,659424,0
24328114,479223435,647456,0
24328115,479223441,646656,0
