num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.7608695652173914,17,16,0,0.41025641025641024,0.010193347930908203,0.4667980670928955,9.584426879882812e-05,0.0004856586456298828,0.00960993766784668
