num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.47608695652173916,1,0,0,0.0,0.35343337059020996,0.34072351455688477,0.018179655075073242,0.32528042793273926,0.009970664978027344
