1,5301327
2,8910951
3,12853524
4,18682204
5,25511638
6,32292994
7,41056071
8,51560058
9,61175314
10,74569024
11,87372169
12,100460250
13,99900707
14,135234636
15,127440445
16,160241995
17,173390676
18,175474707
19,207252806
20,214792289
