10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0.005925893783569336,0.00609898567199707,0.006078004837036133,0.006114006042480469,0.006056070327758789,0.006240129470825195,0.006063938140869141,0.006151914596557617,0.006278038024902344,0.0060482025146484375,0.00610804557800293,0.00606989860534668,0.006155967712402344,0.0060939788818359375,0.006181001663208008,0.006134986877441406,0.006163120269775391,0.006219148635864258,0.006247997283935547,0.006356954574584961,0.006159067153930664,0.006065845489501953,0.006013154983520508,0.006146907806396484,0.00607609748840332,0.006085872650146484,0.006186962127685547,0.006089925765991211,0.006105899810791016,0.006117105484008789,0.006214141845703125,0.006204843521118164
0,0,0,1,2,2,2,4,4,4,5,6,6,6,8,8,8,9,10,10,10,12,12,12,13,14,14,14,16,16,16,17
0.0,0.1,0.2,0.3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache,cache
