num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.02717391304347826,1,0,0,0.0,0.07322478294372559,0.480879545211792,3.4332275390625e-05,9.679794311523438e-05,0.07309079170227051
