1653583632.9709613,25,0,25
1653583633.998793,26,0,26
1653583635.0293024,26,0,26
1653583636.058787,26,0,26
1653583637.075687,25,0,25
1653583638.0784972,25,0,25
1653583639.0837784,25,0,25
1653583640.108389,26,0,26
1653583641.1474485,26,0,26
1653583642.1740012,26,0,26
1653583643.1797824,25,0,25
1653583644.2100217,26,0,26
1653583645.2166893,25,0,25
1653583646.2569184,26,0,26
1653583647.2876444,25,0,25
1653583648.3145008,26,0,26
1653583649.316272,25,0,25
1653583650.3435924,26,0,26
1653583651.3715208,26,0,26
1653583652.3861406,26,0,26
1653583653.4165642,26,0,26
1653583654.436938,26,0,26
1653583655.4466877,25,0,25
1653583656.4666588,26,0,26
1653583657.4891534,26,0,26
1653583658.5108533,26,0,26
1653583659.5115886,25,0,25
1653583660.5421567,26,0,26
1653583661.553718,25,0,25
1653583662.5904782,26,0,26
1653583663.6051,25,0,25
1653583664.634811,26,0,26
1653583665.6610165,26,0,26
1653583666.6932232,26,0,26
1653583667.706173,25,0,25
1653583668.7190866,25,0,25
1653583669.7431862,25,0,25
1653583670.7806869,26,0,26
1653583671.80482,25,0,25
