0,3,7
1,4,8
9,10,13,14,18
9,12,13,14,18
5,10,13,17,18
0,3,7
0,3,7
4,7,12,19
1,4,8
0,3,8
0,3,8
4,8,12,15
4,8,12,15
4,8,12,15
4,8,12,15
4,8,15,17
4,8,12,15
0,3,8
4,8,17,19
9,12,14,17,19
4,7,10,15
4,8,15,18
4,8,12,16
0,3,7
4,8,12,16
4,8,12,16
4,7,15,16
4,7,12,15
4,7,12,15
4,7,12,15
7,10,12,15,16
4,8,12,15
0,3,8
0,3,8
4,8,12,15
7,11,12,16,18
4,8,15,17
4,8,15,19
0,3,8
4,8,10,15
5,10,14,17,19
0,3,8
5,10,13,17,18
0,3,9
9,12,13,15,18
0,3,8
0,3,8
0,3,8
0,3,8
0,3,8
4,8,15,17
0,3,8
5,10,14,17,19
8,11,12,13,16
4,7,15,18
0,3,7
5,10,11,14,16
7,10,12,13,15

4,9,15,18
4,9,15,18
0,3,8
0,3,9

4,8,15,17

0,3,9
4,9,15,18
0,3,8

4,9,15,19
4,8,17,18
0,3,9
5,10,13,17,18
0,3,9
0,3,8

1,4,9
9,10,13,14,18
0,3,8

0,3,8
4,9,15,19
0,3,7

0,3,8

1,4,8
1,4,9
4,6,16,19
4,6,16,19
6,11,12,14,16
8,11,12,13,16
0,3,7

4,9,15,17
4,9,15,18
0,3,9
9,13,15,17,18
4,9,18,19
0,3,9



0,3,9
0,3,8





4,8,18,19
4,8,15,19
4,8,18,19
4,9,18,19
0,3,8


4,9,15,19
0,3,7

0,3,8

4,8,15,19
0,3,9
4,7,18,19
4,9,15,19
0,3,8

4,7,15,18

4,8,15,19
4,6,18,19

0,3,7

0,3,8
4,9,12,18
0,3,7
4,8,15,19
0,3,7
0,3,9
4,6,15,17

0,3,9
0,3,9

0,3,8
4,7,12,18
0,3,8
0,3,9

4,6,15,18
4,8,18,19


0,3,9
4,9,12,15
0,3,9
1,4,9
4,9,12,17
0,3,9
9,10,12,14,17
0,3,8
4,7,15,18

4,8,15,18
0,3,7

4,6,15,18
0,3,7
0,3,8
4,6,15,17
4,6,15,17
0,3,7
4,6,15,17
0,3,8
0,3,7
0,3,9
4,9,15,17
9,13,15,17,18
4,6,15,17
6,10,13,15,17
5,10,11,14,16



0,3,8
0,3,8
4,7,15,19
4,8,18,19
4,7,12,19
4,6,12,19

0,3,8

4,6,12,19

4,6,12,19
5,11,13,16,19
0,3,8


0,3,8
0,3,7
4,6,12,19


4,6,17,18

4,6,17,18

4,6,17,18
0,3,7
4,6,17,18
4,8,12,17
5,10,12,17,19
8,11,13,16,17


4,7,15,18

4,6,15,18
0,3,7




4,9,10,18
5,10,11,14,16
0,3,9


0,3,9
0,3,9
0,3,7
4,6,15,18
6,10,12,15,18
4,6,15,18
0,3,7
0,3,7
6,12,14,17,19
7,11,13,14,16
0,3,8
4,6,15,18
5,10,11,14,16
4,6,12,15
0,3,7

0,3,8
4,6,12,18
4,8,12,18
0,3,9
4,6,15,19

0,3,8


4,9,12,17
0,3,7
4,8,12,17
0,3,9


4,7,12,18
0,3,9


0,3,7
0,3,8
5,10,13,17,18
4,8,15,19
4,8,12,15
0,3,8

0,3,9
1,4,9
4,9,15,19
4,9,15,19
0,3,9
0,3,9
4,9,12,19
9,11,13,14,16



4,7,15,19
4,6,15,19

0,3,7

4,8,12,19
4,6,15,19
4,8,17,19
0,3,7
4,6,15,19

0,3,8
4,7,12,17
0,3,8


0,3,7
4,7,12,19
0,3,8
0,3,9
0,3,9
9,10,12,14,17
0,3,9
6,9,15,18
4,9,18,19
7,9,12,18
6,8,17,18

4,9,15,18

0,3,9


4,8,17,18
7,9,18,19


6,8,17,18

4,8,17,18
0,3,8
0,3,8
0,3,8
6,11,14,17,19
6,8,15,19
6,8,15,19
6,8,15,19
0,3,8
6,8,15,19
0,3,8
6,9,15,19
0,3,8
6,11,13,14,16
0,3,8
0,3,8
0,3,9
5,10,14,17,19
6,10,12,15,18
4,8,17,19

0,3,9
0,3,8
4,8,15,17



4,8,15,17

4,9,15,19


0,3,7
0,3,7
4,7,12,15
4,8,12,18

0,3,9
4,9,15,18

4,7,12,15
0,3,8
0,3,8
0,3,8
4,9,17,18
0,3,9
4,9,17,19
7,9,15,17
9,11,13,14,16
4,8,17,19
0,3,7
0,3,8

4,7,12,17

0,3,8
4,8,12,17
4,8,12,17
4,8,12,17
0,3,8
8,10,11,13,16
7,9,12,17
7,9,12,19
0,3,7

0,3,7
4,9,12,19
0,3,7
4,6,12,17
4,9,12,19

5,10,13,18,19
4,8,12,18
0,3,7
0,3,7
7,9,12,18
4,8,12,18
0,3,8
8,12,15,17,18

7,9,12,15
7,9,12,18
0,3,7
4,7,12,15
0,3,7

7,9,12,18




0,3,7





0,3,7
2,5,9
5,7,17,19
5,10,14,17,19
4,6,15,19
1,4,8
4,7,15,17
5,10,11,15,18
4,6,17,19
4,7,17,19

0,3,7
2,5,9
0,3,7
2,5,9
0,3,7
1,4,8
2,5,9
0,3,7
1,4,8
1,4,8
1,4,8
0,3,7
4,6,17,19
2,5,9
5,10,14,17,19
0,3,8
5,10,11,14,16
1,4,8
7,10,11,12,16
4,8,11,15
8,11,14,15,16
8,10,13,14,18
4,6,17,19
4,6,12,19
6,10,11,13,16
5,10,11,14,16
1,4,8
0,3,7
0,3,7
4,8,17,18
4,8,12,18
8,11,13,14,16
4,7,17,18
4,7,18,19
4,9,12,18

0,3,7

4,9,17,18
0,3,9
0,3,9


4,9,12,19
4,7,17,19

0,3,8
0,3,9

0,3,7



4,8,17,18
4,7,12,18

0,3,7

4,8,17,19
0,3,7




0,3,8
0,3,8
0,3,8
4,8,17,19
0,3,9
4,8,15,17
8,11,13,14,16
0,3,9


4,9,12,18
4,7,17,19
0,3,9

4,7,15,17

0,3,9

7,9,12,18
4,8,17,19
0,3,9
7,9,12,15



0,3,8
0,3,9
0,3,8

4,7,12,17
4,9,12,19
0,3,8
4,6,15,17

0,3,7
1,4,8

0,3,8
1,4,8
4,8,17,19
4,8,15,17
4,7,12,18
0,3,9
4,8,17,19
4,9,12,15
0,3,8
0,3,7
0,3,8
2,5,9
0,3,7
1,4,8
6,8,17,19
6,9,12,18
0,3,7

4,7,17,19


4,8,12,18
4,6,15,17


2,5,9

4,7,12,18
0,3,8
6,8,15,19

2,5,9

0,3,7
7,9,12,18
4,8,17,19
0,3,8
4,9,15,19
0,3,7
5,8,17,19
4,6,17,18
0,3,8
0,3,9
2,5,9
4,7,12,17

0,3,8
6,8,15,18
4,9,12,18
5,7,17,19

0,3,7
7,10,11,12,16

2,5,9

4,6,10,15
4,6,12,19
4,6,17,19
6,10,11,13,16
5,7,15,18
2,5,9
5,7,10,15
5,10,11,13,15
0,3,8
4,9,12,18

0,3,7
0,3,8

0,3,9
0,3,7
7,9,12,19

4,8,12,18
4,9,12,18
1,4,8
0,3,7
4,7,12,17

1,4,9

1,4,8
0,3,7
1,4,9

4,7,17,19
4,9,12,18
4,8,12,17
6,9,12,18
6,9,12,18
0,3,7
0,3,7

2,5,9
9,10,13,14,18
4,7,17,18
4,8,17,19
6,9,12,18
0,3,7
7,13,14,16,19
4,9,15,19

4,9,15,19
5,7,10,17
5,10,11,14,16
4,8,12,15

0,3,9
6,8,17,19



4,9,12,18
5,8,15,17
0,3,7
0,3,9

0,3,9
4,8,12,19
4,9,12,18
5,7,15,19
0,3,8
6,9,12,18
4,8,17,19
5,7,15,17
0,3,8
0,3,9

4,6,15,17
4,9,12,18

6,9,12,18
7,9,12,19
0,3,8


0,3,8
4,6,15,17

0,3,7
2,5,9
0,3,8
2,5,9
6,8,10,18
6,10,12,15,16
6,9,10,18
6,10,11,13,16
1,4,9
2,5,9
5,10,14,17,19
4,6,18,19
0,3,7
1,4,8
6,11,13,14,16

0,3,7

4,7,12,18

0,3,7

7,9,12,18


4,7,18,19
0,3,7
4,7,17,18

0,3,7

4,8,12,18


7,9,18,19
0,3,8

0,3,9
0,3,9


4,8,17,18
0,3,9
0,3,8
2,5,9

4,6,18,19
4,6,15,19
4,6,17,19
6,9,18,19
0,3,7
6,11,13,14,16
0,3,7
0,3,7

7,9,18,19
0,3,8


1,4,9

1,4,9

0,3,7
4,7,12,19

4,8,17,19
0,3,9

0,3,9

5,7,17,19
7,9,12,19

4,8,15,19

4,7,12,19
0,3,7
0,3,7
4,7,18,19

2,5,9
1,4,8
0,3,7

0,3,7


0,3,7

2,5,9

0,3,7
2,5,9
2,5,9
5,8,15,18
5,7,15,18
5,10,11,13,18
4,7,15,19
0,3,8
4,8,15,17


0,3,7
5,9,12,19
5,12,14,17,19


4,9,15,18
7,9,12,18

0,3,9

0,3,8
4,9,15,18
0,3,7
4,8,12,18


7,9,15,18
4,8,12,19
0,3,9
7,9,12,18
7,11,12,16,18
6,9,15,18
0,3,9
4,9,15,18

6,9,12,15

7,9,12,18
0,3,9






0,3,9
4,9,15,18
6,9,12,15
0,3,9

0,3,8
0,3,9
4,8,12,18
0,3,9

0,3,9


0,3,7
7,9,15,18
0,3,7

6,9,12,15


6,8,12,18
6,10,12,13,15
0,3,7

0,3,9
1,4,9
4,9,15,18
9,13,15,17,18
4,8,17,18
0,3,7


5,8,17,18
7,9,12,18
0,3,7
0,3,7
1,4,8

0,3,7
1,4,8
4,7,15,18

4,8,15,18

0,3,8
6,9,12,18
0,3,8
0,3,8
5,9,15,18
0,3,8
0,3,7
0,3,8

0,3,7
0,3,7
2,5,9
0,3,7
6,10,12,15,16
1,4,8
2,5,9
0,3,7
1,4,8
2,5,9

0,3,7
7,10,12,13,15


4,6,15,19


5,7,18,19
2,5,9
1,5,9
5,10,11,14,16
4,6,15,17



0,3,7


0,3,8
1,4,8
4,6,17,18


4,6,17,18
6,11,13,14,16
4,6,17,18
0,3,8
0,3,8
1,4,8
8,11,13,14,16
0,3,7


4,6,15,17
1,4,9


4,7,18,19

1,4,8

0,3,7
4,8,12,18
0,3,9

0,3,7
4,9,12,18

0,3,7
0,3,7
1,4,8
2,5,9

4,7,15,18
6,8,18,19
0,3,9

4,7,12,19
7,9,12,19
0,3,7
0,3,7
0,3,7
0,3,7
0,3,7
7,11,12,16,19

2,5,9

4,6,15,18
1,4,8
2,5,9

0,3,8



6,8,17,18
4,8,15,17
5,8,17,18
0,3,8
8,11,13,14,16
6,9,15,18
2,5,9
4,9,12,18


2,5,9

2,5,9
9,13,15,17,18
0,3,8
4,6,15,17
2,5,9
0,3,8

1,4,9
0,3,7

7,9,12,18
0,3,7
6,8,17,19

5,9,12,18

4,7,15,19
5,9,12,19
5,11,13,16,19

4,6,15,18
0,3,7
4,7,17,19

0,3,8
4,8,12,19

0,3,9
6,8,18,19

1,4,9
1,4,9
1,4,9

1,4,9
1,4,9
0,3,9
9,10,13,14,18
0,3,7

0,3,8
1,4,9


4,6,15,19
4,6,15,18

6,8,17,19

0,3,7
0,3,8
4,6,15,19
7,9,18,19
4,8,17,19
2,5,9
4,6,15,18
7,9,12,18
4,8,17,19
6,8,15,17
4,9,12,18
0,3,7
2,5,9
0,3,7
0,3,7
0,3,7
7,11,12,16,19

0,3,8

4,9,12,18
6,9,15,18
5,7,17,19
0,3,8
4,6,15,17
5,8,12,18
4,7,15,18
4,9,12,19
4,6,10,15
6,9,12,15
6,8,10,15
4,6,12,15

0,3,8
0,3,8
6,8,12,15
6,8,12,15
6,8,12,15

6,8,15,17
1,4,8
6,8,12,15

1,4,8
4,6,15,17
6,8,12,18
4,9,12,18
2,5,9
0,3,8
0,3,8
6,8,15,18
8,13,15,16,18

0,3,7
7,9,12,15
4,7,12,15
7,10,12,13,18
0,3,8
2,5,9


0,3,8
2,5,9
4,6,15,17
5,7,15,17
0,3,8
6,9,15,17

4,6,15,17
0,3,8


4,8,12,15

4,9,12,15
6,9,15,19
0,3,8
5,8,15,17
6,9,15,19


4,7,15,17
5,8,12,15
0,3,9
0,3,7
1,4,8
6,8,15,18
5,8,15,18

0,3,8
0,3,8
4,8,15,18
0,3,7
7,11,12,16,18
6,8,17,19
1,4,8
1,4,8
6,8,12,19
6,8,17,19
6,9,12,19
6,8,17,19
0,3,7
2,5,9

0,3,7
0,3,7
4,6,12,17
2,5,9
0,3,7
1,4,8

4,7,12,19

7,9,12,19

0,3,7
4,7,12,19

0,3,7
0,3,7
2,5,9
6,8,17,19
0,3,7


0,3,8


1,4,8
2,5,9
1,4,8

0,3,7

4,6,15,17
0,3,7
4,6,17,19
6,8,17,19
6,10,11,13,16
6,8,12,18

0,3,7
0,3,7
0,3,7
0,3,8
4,6,15,17

4,8,12,18
2,5,9
0,3,7
6,8,17,19
4,6,15,19
0,3,7

0,3,9
4,9,14,18
9,10,12,14,17

0,3,9

7,9,18,19
4,9,12,18
2,5,9


2,5,9
5,10,14,17,19
5,10,11,14,16
0,3,9
7,9,18,19



4,8,12,18
0,3,9

0,3,9
7,9,15,18

1,4,8
2,9,18
6,9,13,18
9,13,15,17,18
6,10,11,13,16

0,3,7
1,4,8
0,3,7
7,9,12,18
2,5,9


4,8,18,19
7,9,12,18

0,3,8
2,5,9
6,8,15,18
5,9,10,18
5,9,10,18
5,8,10,18
5,10,11,13,16

0,3,7


0,3,9
4,6,15,18


0,3,8
0,3,8

1,4,9
7,9,12,18
0,3,8
4,6,15,18
0,3,8
4,8,12,18
7,9,15,18

0,3,8
1,4,8


0,3,8
1,4,8

6,8,17,18
2,5,9
0,3,7
2,5,9

0,3,7
1,4,8
4,7,18,19
6,8,18,19
4,9,12,18
0,3,8
4,6,15,19
0,3,7
1,4,8
6,8,17,19
2,5,9
4,6,15,17
6,8,18,19
6,9,12,19
0,3,7


4,7,15,17

1,4,8
4,8,15,17
1,4,8
0,3,7
4,8,18,19
2,5,9

1,4,8
6,8,18,19
7,9,12,19

4,8,17,18
5,7,17,19
5,10,12,14,17

0,3,8
0,3,7
1,4,8
6,9,12,19
4,7,14,19
5,8,15,19



5,8,18,19

6,8,13,19
6,11,13,14,16
0,3,7
0,3,7
7,11,13,14,16

0,3,9
4,6,15,19
0,3,9

2,7,12
7,10,11,12,16


0,3,9
4,6,15,19
7,9,18,19

2,5,9
2,5,9

4,6,18,19

0,3,8
4,9,12,18
5,7,15,19
4,9,12,18

5,8,17,19
0,3,7


0,3,8
0,3,8

1,4,8

1,4,9

1,4,9

4,6,12,15
1,4,8


2,5,18
5,10,13,18,19

1,4,8

0,3,8


6,8,18,19
0,3,7
0,3,7
1,6,15
6,10,13,15,17
1,4,8
4,6,18,19
6,8,12,15

0,3,7

6,9,15,19

7,9,17,18
4,8,15,19
6,8,12,18

4,7,15,17
0,3,8

0,3,7
7,9,12,15
7,9,12,18
7,9,15,18
0,3,9
7,9,12,17
0,3,7
7,9,12,18
7,11,13,16,17

0,3,9
0,3,9

1,4,8
0,3,8
4,9,12,15
4,9,12,18
4,8,12,15
6,9,10,18
4,8,12,15
0,3,8

0,3,9
6,9,15,18
2,6,18
4,6,15,18

0,3,8
4,9,12,18
0,3,8


0,3,9

5,8,10,18
6,9,12,15
4,6,10,15
0,3,8

5,8,12,18
6,8,12,19
0,3,9

2,5,9
4,8,10,18
0,3,8

0,3,7
4,6,12,15

0,3,8
1,4,8



1,4,8
1,4,9
0,3,8
2,5,9

4,8,12,18
4,6,15,18
7,9,12,15
2,5,9
0,3,9
2,6,19
6,9,12,19
5,10,12,14,19
6,10,11,13,16
7,9,12,18
4,7,15,18
7,9,17,18
4,8,12,19






9,10,14,15,17
0,3,18
2,8,17
2,8,12
6,8,17,18
6,8,12,17
8,12,14,17,18
6,9,15,19
6,10,11,13,16
0,3,9
0,3,9
4,7,15,18

1,4,9



4,9,12,15

4,9,12,15
0,3,9
6,9,15,18
0,3,9


0,3,9

0,3,7
4,6,12,19
4,9,15,18

0,3,7
6,9,17,19
4,7,12,17


4,8,15,19
7,9,15,18

0,3,8
0,3,7
6,8,12,19
4,7,17,19
4,8,15,18
0,3,9

6,8,12,17
0,3,7
2,8,15
8,11,13,15,16


0,3,9
5,7,15,18
5,7,15,18
5,9,15,19
5,7,12,15
2,5,15


5,9,15,18

2,6,15
0,3,9
0,3,9
0,3,15
4,6,15,17

6,9,12,15
2,5,9

5,8,15,17


1,7,19
2,7,19
7,11,13,14,19
5,10,11,13,16
1,12,19
5,10,12,14,19

4,6,15,18
4,8,15,18
0,3,8
4,6,15,18
0,3,9
0,3,9
4,8,15,17
6,9,12,18

6,9,12,19
0,3,7

7,9,15,19
1,4,9
0,3,7
4,7,12,19
1,4,9
1,4,9

4,9,15,18







4,6,15,17
2,6,15

4,6,15,17
6,8,15,17
4,6,15,17
2,6,15
6,8,15,18
2,5,17
5,10,14,17,19
8,11,13,14,16

6,9,15,18
7,9,15,19
7,11,13,14,19
0,3,8
4,6,15,18
0,3,8

6,9,17,18
4,8,12,15


6,9,12,15


4,7,17,19
4,9,15,18
0,3,8
0,3,7
6,8,12,18
0,3,8
0,3,8
0,3,8



0,3,9

7,9,15,19
4,8,12,17
2,8,18
4,8,12,18

0,3,9
6,9,15,18

6,8,17,19
0,3,7
1,4,8
4,6,15,18
0,3,7


0,3,7
2,7,15
1,4,8
2,9,18

7,9,12,18
0,3,8

6,8,15,17
