852,0,0,852,13747
66,0,0,66,12668
3,0,0,3,1897
57253,0,0,57253,12869
9,0,0,9,31229
7,0,0,7,1284
12,0,0,12,1719
1330,0,0,1330,32634
157,0,0,157,25664
12732,0,0,12732,10541
3204495553,0,0,3204495553,11968
8795,0,0,8795,6936
3080342838,0,0,3080342838,14230
6482267064920,0,1509,1161415256,10858
9434,0,0,9434,27674
5,0,0,5,32586
2878629443421691,0,670233,627721723,11321
1,0,0,1,32039
2,0,0,2,31310
8366,0,0,8366,3257
1969916269,0,0,1969916269,4312
4,0,0,4,621
20199201,0,0,20199201,12100
16467,0,0,16467,17045
38126,0,0,38126,30133
80859411,0,0,80859411,22679
18,0,0,18,29690
6,0,0,6,30755
105652387556,0,24,2573172452,10463
64132711232791,0,14932,259568919,18347
424,0,0,424,23535
3876497481,0,0,3876497481,18847
207,0,0,207,23688
1833595706768,0,426,3939638672,23613
46,0,0,46,6496
4292089097134,0,999,1416768430,5646
155,0,0,155,7267
20,0,0,20,3033
555,0,0,555,16314
4198,0,0,4198,11310
3516568,0,0,3516568,4557
26973318669,0,6,1203514893,20906
416952,0,0,416952,11385
5049541,0,0,5049541,1284
543,0,0,543,20986
88143642735,0,20,2244296815,7378
1931,0,0,1931,9566
1570678564823,0,365,3015501783,17858
2949,0,0,2949,24869
2596,0,0,2596,17207
15977824403589,0,3720,546062469,8630
885785,0,0,885785,32541
4923,0,0,4923,24672
158818742,0,0,158818742,20397
11,0,0,11,947
58,0,0,58,4793
7720,0,0,7720,31479
663,0,0,663,17220
973394638056,0,226,2732029160,14730
27,0,0,27,2567
10,0,0,10,32404
2975606,0,0,2975606,14734
1499,0,0,1499,15944
227162833109,0,52,3824533717,6866
25229,0,0,25229,12451
1775,0,0,1775,9552
29414815245976,0,6848,2879202968,7067
1249239853820628,0,290861,1371138772,30064
33538799775671,0,7808,3695128503,25676
631,0,0,631,31627
799210,0,0,799210,15584
279,0,0,279,8312
472249878335359,0,109954,1044270975,3515
869,0,0,869,9401
327174,0,0,327174,24275
1253745170,0,0,1253745170,12541
209,0,0,209,10693
1974,0,0,1974,13027
35068091,0,0,35068091,28100
258251,0,0,258251,26026
14,0,0,14,31993
531365,0,0,531365,26117
2049,0,0,2049,116
28,0,0,28,3843
33,0,0,33,6334
736698212,0,0,736698212,7230
1816075,0,0,1816075,3046
98051464381,0,22,3562183869,17857
845675396314397,0,196899,630699293,21641
39478,0,0,39478,17567
1617,0,0,1617,9184
1766660987934,0,411,1429429278,1976
3705162,0,0,3705162,21605
30444,0,0,30444,23640
622,0,0,622,3010
16458999486,0,3,3574097598,45
566,0,0,566,19870
2191372343,0,0,2191372343,22363
116,0,0,116,9586
34091767600,0,7,4026996528,2323
102129129938,0,23,3344882130,20512
353427925,0,0,353427925,3490
29556309,0,0,29556309,3865
1476110,0,0,1476110,18886
3198,0,0,3198,25444
128,0,0,128,5732
47348474,0,0,47348474,14037
248473,0,0,248473,186
3049434309,0,0,3049434309,3053
1327120355,0,0,1327120355,27902
1403,0,0,1403,19893
15688261,0,0,15688261,30509
6968,0,0,6968,6746
8941162,0,0,8941162,6691
247,0,0,247,13439
510,0,0,510,24906
30,0,0,30,30029
366,0,0,366,32410
63,0,0,63,28147
579,0,0,579,5579
119703,0,0,119703,30653
891214217509,0,207,2155987237,31730
42,0,0,42,6925
3693057,0,0,3693057,6804
23895499447,0,5,2420662967,20010
1361,0,0,1361,22200
185,0,0,185,948
3195,0,0,3195,7214
219,0,0,219,22353
418628518097,0,97,2016690385,27412
1004926,0,0,1004926,11153
1592,0,0,1592,29878
202766986963,0,47,903524051,4400
410899,0,0,410899,30474
252326110,0,0,252326110,27657
4903842152396580,0,1141764,3112646436,14831
17228,0,0,17228,16295
3751,0,0,3751,6123
119,0,0,119,8731
24,0,0,24,3438
814242,0,0,814242,6814
95632,0,0,95632,25521
265,0,0,265,21813
130419664,0,0,130419664,10532
469,0,0,469,1888
300735839172892,0,70020,2229106972,23592
753438,0,0,753438,5427
20594848957585,0,4795,480773265,25409
3209570197,0,0,3209570197,995
23,0,0,23,3248
7719,0,0,7719,31529
105192043,0,0,105192043,5392
35068049,0,0,35068049,30409
19080,0,0,19080,12551
39336364,0,0,39336364,29016
17160,0,0,17160,30456
48585451,0,0,48585451,7141
763914672557,0,177,3705461165,29828
132328129171,0,30,3479110291,13504
33786,0,0,33786,13379
222284,0,0,222284,18249
37881393,0,0,37881393,10555
10063252,0,0,10063252,29677
45076,0,0,45076,31798
111,0,0,111,12149
55497282783,0,12,3957675231,10298
159,0,0,159,7694
564,0,0,564,14288
26344,0,0,26344,9363
1380435406,0,0,1380435406,12891
65697,0,0,65697,26051
19187233,0,0,19187233,17191
61,0,0,61,6077
14974978187,0,3,2090076299,23081
4183,0,0,4183,15652
205107799,0,0,205107799,2409
2519172320,0,0,2519172320,19629
293217129,0,0,293217129,27208
33673524707,0,7,3608753635,1075
295,0,0,295,19541
857714,0,0,857714,32711
438,0,0,438,11938
92029744,0,0,92029744,7459
104365,0,0,104365,10159
36,0,0,36,26612
912499186558601,0,212457,3319752329,19691
93,0,0,93,14614
59984578,0,0,59984578,30823
5834877918,0,1,1539910622,9782
241997253246837,0,56344,1615921013,4898
