num_events,utilization,reallocations,changes,failures,reallocated_prop,time_compute,time_apply,time_enum,time_search,time_pp
1,0.3173913043478261,1,0,0,0.0,0.011754989624023438,0.17717933654785156,0.00010371208190917969,0.0020296573638916016,0.009619712829589844
